issn,journal,impact_factor,jcr_quartile,cas_partition
0374-1036,ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE,,,3区
,ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE,,,3区
2096-9384,Acta Epileptologica,1.2,Q4,4区
,Acta Epileptologica,1.2,Q4,4区
1406-2283,Acta et Commentationes Universitatis Tartuensis de Mathematica,0.6,Q3,4区
,Acta et Commentationes Universitatis Tartuensis de Mathematica,0.6,Q3,4区
0873-9749,ACTA ETHOLOGICA,1.3,Q2,4区
,ACTA ETHOLOGICA,1.3,Q2,4区
0351-6083,Acta Facultatis Medicae Naissensis,0.3,Q4,4区
,Acta Facultatis Medicae Naissensis,0.3,Q4,4区
1336-3824,Acta Facultatis Xylologiae Zvolen,,,4区
,Acta Facultatis Xylologiae Zvolen,,,4区
1784-3227,ACTA GASTRO-ENTEROLOGICA BELGICA,1.2,Q4,4区
,ACTA GASTRO-ENTEROLOGICA BELGICA,1.2,Q4,4区
2096-0956,Acta Geochimica,1.3,Q3,3区
,Acta Geochimica,1.3,Q3,3区
2213-5812,Acta Geodaetica et Geophysica,1.8,Q3,4区
,Acta Geodaetica et Geophysica,1.8,Q3,4区
1214-9705,Acta Geodynamica et Geomaterialia,,,4区
,Acta Geodynamica et Geomaterialia,,,4区
1581-6613,Acta Geographica Slovenica-Geografski Zbornik,0.9,Q4,4区
,Acta Geographica Slovenica-Geografski Zbornik,0.9,Q4,4区
0001-5709,ACTA GEOLOGICA POLONICA,0.9,Q3,4区
,ACTA GEOLOGICA POLONICA,0.9,Q3,4区
1000-9515,ACTA GEOLOGICA SINICA-ENGLISH EDITION,3.7,Q1,4区
,ACTA GEOLOGICA SINICA-ENGLISH EDITION,3.7,Q1,4区
1895-6572,Acta Geophysica,2.1,Q2,4区
,Acta Geophysica,2.1,Q2,4区
1854-0171,Acta Geotechnica Slovenica,,,4区
,Acta Geotechnica Slovenica,,,4区
1861-1125,Acta Geotechnica,5.7,Q1,1区
,Acta Geotechnica,5.7,Q1,1区
0065-1273,Acta Germanica-German studies in Africa,<0.1,,4区
,Acta Germanica-German studies in Africa,<0.1,,4区
2336-4912,Acta Gymnica,,,4区
,Acta Gymnica,,,4区
0001-5792,ACTA HAEMATOLOGICA,1.1,Q4,4区
,ACTA HAEMATOLOGICA,1.1,Q4,4区
1827-9635,Acta Herpetologica,0.9,Q3,4区
,Acta Herpetologica,0.9,Q3,4区
0044-5991,ACTA HISTOCHEMICA ET CYTOCHEMICA,1.8,Q4,4区
,ACTA HISTOCHEMICA ET CYTOCHEMICA,1.8,Q4,4区
0065-1281,ACTA HISTOCHEMICA,2.4,Q4,3区
,ACTA HISTOCHEMICA,2.4,Q4,3区
1406-2925,Acta Historica Tallinnensia,0.5,Q1,3区
,Acta Historica Tallinnensia,0.5,Q1,3区
1392-4095,Acta Historica Universitatis Klaipedensis,0.3,Q2,4区
,Acta Historica Universitatis Klaipedensis,0.3,Q2,4区
1318-0185,Acta Histriae,0.3,Q2,2区
,Acta Histriae,0.3,Q2,2区
0137-1592,ACTA ICHTHYOLOGICA ET PISCATORIA,1,Q3,4区
,ACTA ICHTHYOLOGICA ET PISCATORIA,1,Q3,4区
1805-4951,Acta Informatica Pragensia,,,4区
,Acta Informatica Pragensia,1.1,Q2,4区
0001-5903,ACTA INFORMATICA,0.5,Q4,4区
,ACTA INFORMATICA,0.5,Q4,4区
1840-2976,Acta Kinesiologica,1.6,Q3,4区
,Acta Kinesiologica,1.6,Q3,4区
1520-7412,Acta Koreana,0.2,,4区
,Acta Koreana,0.2,,4区
2559-8201,Acta Linguistica Academica,0.4,Q4,3区
,Acta Linguistica Academica,0.4,Q4,3区
0717-6848,Acta Literaria,<0.1,,4区
,Acta Literaria,<0.1,,4区
1339-5629,Acta Logistica,,,4区
,Acta Logistica,,,4区
1359-6454,ACTA MATERIALIA,9.3,Q1,1区
,ACTA MATERIALIA,9.3,Q1,1区
0236-5294,ACTA MATHEMATICA HUNGARICA,0.6,Q3,4区
,ACTA MATHEMATICA HUNGARICA,0.6,Q3,4区
0252-9602,ACTA MATHEMATICA SCIENTIA,1.1,Q1,3区
,ACTA MATHEMATICA SCIENTIA,1.1,Q1,3区
1439-8516,ACTA MATHEMATICA SINICA-ENGLISH SERIES,0.9,Q2,4区
,ACTA MATHEMATICA SINICA-ENGLISH SERIES,0.9,Q2,4区
0231-6986,Acta Mathematica Universitatis Comenianae,0.4,Q4,4区
,Acta Mathematica Universitatis Comenianae,0.4,Q4,4区
0251-4184,Acta Mathematica Vietnamica,0.3,Q4,4区
,Acta Mathematica Vietnamica,0.3,Q4,4区
0001-5962,ACTA MATHEMATICA,6.7,Q1,1区
,ACTA MATHEMATICA,6.7,Q1,1区
0168-9673,Acta Mathematicae Applicatae Sinica-English Series,0.9,Q3,4区
,Acta Mathematicae Applicatae Sinica-English Series,0.9,Q3,4区
1898-4088,Acta Mechanica et Automatica,1.1,Q4,4区
,Acta Mechanica et Automatica,1.1,Q4,4区
0567-7718,ACTA MECHANICA SINICA,4.6,Q1,2区
,ACTA MECHANICA SINICA,4.6,Q1,2区
0894-9166,ACTA MECHANICA SOLIDA SINICA,2.7,Q2,4区
,ACTA MECHANICA SOLIDA SINICA,2.7,Q2,4区
0001-5970,ACTA MECHANICA,2.9,Q2,3区
,ACTA MECHANICA,2.9,Q2,3区
0125-9326,Acta Medica Indonesiana,0.5,Q3,4区
,Acta Medica Indonesiana,0.5,Q3,4区
0386-300X,ACTA MEDICA OKAYAMA,0.6,Q4,4区
,ACTA MEDICA OKAYAMA,0.6,Q4,4区
0870-399X,Acta Medica Portuguesa,1,Q3,4区
,Acta Medica Portuguesa,1,Q3,4区
1334-4366,Acta Medico-Historica Adriatica,0.1,Q4,4区
,Acta Medico-Historica Adriatica,0.1,Q4,4区
1006-7191,Acta Metallurgica Sinica-English Letters,3.9,Q1,2区
,Acta Metallurgica Sinica-English Letters,3.9,Q1,2区
0412-1961,ACTA METALLURGICA SINICA,2.2,Q2,2区
,ACTA METALLURGICA SINICA,2.2,Q2,2区
1335-1532,Acta Metallurgica Slovaca,1,Q3,4区
,Acta Metallurgica Slovaca,1,Q3,4区
1217-8950,ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA,1.6,Q4,4区
,ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA,1.6,Q4,4区
2453-7160,ACTA MISSIOLOGICA,,,3区
,ACTA MISSIOLOGICA,3.2,,3区
1335-1788,Acta Montanistica Slovaca,1.4,Q3,4区
,Acta Montanistica Slovaca,1.4,Q3,4区
0001-6241,ACTA MUSICOLOGICA,0.5,,1区
,ACTA MUSICOLOGICA,0.5,,1区
2075-8251,Acta Naturae,2,Q4,4区
,Acta Naturae,2,Q4,4区
0567-784X,Acta Neophilologica,0.1,,3区
,Acta Neophilologica,0.1,,3区
0065-1400,ACTA NEUROBIOLOGIAE EXPERIMENTALIS,1.4,Q4,4区
,ACTA NEUROBIOLOGIAE EXPERIMENTALIS,1.4,Q4,4区
0001-6268,ACTA NEUROCHIRURGICA,1.9,Q2,3区
,ACTA NEUROCHIRURGICA,1.9,Q2,3区
0300-9009,ACTA NEUROLOGICA BELGICA,2.1,Q3,4区
,ACTA NEUROLOGICA BELGICA,2.1,Q3,4区
0001-6314,ACTA NEUROLOGICA SCANDINAVICA,2.7,Q2,3区
,ACTA NEUROLOGICA SCANDINAVICA,2.7,Q2,3区
2051-5960,Acta Neuropathologica Communications,5.7,Q1,1区
,Acta Neuropathologica Communications,5.7,Q1,1区
0001-6322,ACTA NEUROPATHOLOGICA,9.3,Q1,1区
,ACTA NEUROPATHOLOGICA,9.3,Q1,1区
0924-2708,ACTA NEUROPSYCHIATRICA,2.5,Q2,4区
,ACTA NEUROPSYCHIATRICA,2.5,Q2,4区
1730-7503,Acta Neuropsychologica,1.1,Q4,4区
,Acta Neuropsychologica,1.1,Q4,4区
0962-4929,ACTA NUMERICA,11.3,Q1,1区
,ACTA NUMERICA,11.3,Q1,1区
0001-6349,ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA,3.1,Q1,2区
,ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA,3.1,Q1,2区
0253-505X,ACTA OCEANOLOGICA SINICA,1.4,Q3,2区
,ACTA OCEANOLOGICA SINICA,1.4,Q3,2区
0001-6357,ACTA ODONTOLOGICA SCANDINAVICA,1.9,Q2,4区
,ACTA ODONTOLOGICA SCANDINAVICA,1.9,Q2,4区
1146-609X,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,1.5,Q3,4区
,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,1.5,Q3,4区
0001-6373,ACTA OECONOMICA,,,4区
,ACTA OECONOMICA,,,4区
1509-409X,Acta of Bioengineering and Biomechanics,,,4区
,Acta of Bioengineering and Biomechanics,,,4区
0284-186X,ACTA ONCOLOGICA,2.2,Q3,3区
,ACTA ONCOLOGICA,2.2,Q3,3区
1755-375X,ACTA OPHTHALMOLOGICA,2.8,Q1,3区
,ACTA OPHTHALMOLOGICA,2.8,Q1,3区
0253-2239,ACTA OPTICA SINICA,1.6,Q3,2区
,ACTA OPTICA SINICA,1.6,Q3,2区
1588-2667,Acta Orientalia Academiae Scientiarum Hungaricae,0.2,Q2,3区
,Acta Orientalia Academiae Scientiarum Hungaricae,0.2,Q2,3区
0001-6454,ACTA ORNITHOLOGICA,1.3,Q2,4区
,ACTA ORNITHOLOGICA,1.3,Q2,4区
0001-6462,Acta Orthopaedica Belgica,0.6,Q4,4区
,Acta Orthopaedica Belgica,0.6,Q4,4区
1017-995X,Acta Orthopaedica et Traumatologica Turcica,1,Q3,4区
,Acta Orthopaedica et Traumatologica Turcica,1,Q3,4区
1745-3674,Acta Orthopaedica,2.4,Q2,2区
,Acta Orthopaedica,2.4,Q2,2区
1413-7852,Acta Ortopedica Brasileira,0.6,Q4,4区
,Acta Ortopedica Brasileira,0.6,Q4,4区
2377-2484,Acta Oto-Laryngologica Case Reports,0.2,Q4,4区
,Acta Oto-Laryngologica Case Reports,0.2,Q4,4区
0001-6489,ACTA OTO-LARYNGOLOGICA,1,Q3,4区
,ACTA OTO-LARYNGOLOGICA,1,Q3,4区
0392-100X,Acta Otorhinolaryngologica Italica,2.1,Q2,3区
,Acta Otorhinolaryngologica Italica,2.1,Q2,3区
0001-6519,Acta Otorrinolaringologica Espanola,1.1,Q3,4区
,Acta Otorrinolaringologica Espanola,1.1,Q3,4区
0803-5253,ACTA PAEDIATRICA,2.1,Q2,4区
,ACTA PAEDIATRICA,2.1,Q2,4区
0567-7920,ACTA PALAEONTOLOGICA POLONICA,1.9,Q1,3区
,ACTA PALAEONTOLOGICA POLONICA,1.9,Q1,3区
1230-2821,ACTA PARASITOLOGICA,1.5,Q2,3区
,ACTA PARASITOLOGICA,1.5,Q2,3区
0103-2100,Acta Paulista de Enfermagem,1,Q3,4区
,Acta Paulista de Enfermagem,1,Q3,4区
0186-2391,Acta Pediatrica de Mexico,0.1,Q4,4区
,Acta Pediatrica de Mexico,0.1,Q4,4区
1000-0569,ACTA PETROLOGICA SINICA,1.9,Q1,2区
,ACTA PETROLOGICA SINICA,1.9,Q1,2区
2211-3835,Acta Pharmaceutica Sinica B,14.6,Q1,1区
,Acta Pharmaceutica Sinica B,14.6,Q1,1区
1330-0075,ACTA PHARMACEUTICA,1.4,Q4,4区
,ACTA PHARMACEUTICA,1.4,Q4,4区
1671-4083,ACTA PHARMACOLOGICA SINICA,8.4,Q1,2区
,ACTA PHARMACOLOGICA SINICA,8.4,Q1,2区
1121-2179,Acta Philosophica,0.1,,4区
,Acta Philosophica,0.1,,4区
1593-232X,Acta Phlebologica,0.3,Q4,4区
,Acta Phlebologica,0.3,Q4,4区
1004-4213,Acta Photonica Sinica,,,3区
,Acta Photonica Sinica,,,3区
0587-4246,ACTA PHYSICA POLONICA A,0.5,Q4,4区
,ACTA PHYSICA POLONICA A,0.5,Q4,4区
0587-4254,ACTA PHYSICA POLONICA B,1.4,Q3,4区
,ACTA PHYSICA POLONICA B,1.4,Q3,4区
1000-3290,ACTA PHYSICA SINICA,,,3区
,ACTA PHYSICA SINICA,,,3区
1000-6818,ACTA PHYSICO-CHIMICA SINICA,13.5,Q1,2区
,ACTA PHYSICO-CHIMICA SINICA,13.5,Q1,2区
0137-5881,ACTA PHYSIOLOGIAE PLANTARUM,2.2,Q2,4区
,ACTA PHYSIOLOGIAE PLANTARUM,2.2,Q2,4区
1748-1708,Acta Physiologica,5.6,Q1,1区
,Acta Physiologica,5.6,Q1,1区
1346-7565,Acta Phytotaxonomica et Geobotanica,0.4,Q4,4区
,Acta Phytotaxonomica et Geobotanica,0.4,Q4,4区
0185-3082,Acta Poetica,0.1,,3区
,Acta Poetica,0.1,,3区
0001-6810,Acta Politica,1.9,Q2,3区
,Acta Politica,1.9,Q2,3区
0001-6829,ACTA POLONIAE HISTORICA,<0.1,Q4,4区
,ACTA POLONIAE HISTORICA,<0.1,Q4,4区
0001-6837,ACTA POLONIAE PHARMACEUTICA,0.4,Q4,4区
,ACTA POLONIAE PHARMACEUTICA,0.4,Q4,4区
1000-3304,ACTA POLYMERICA SINICA,,,2区
,ACTA POLYMERICA SINICA,1.3,Q4,2区
1785-8860,Acta Polytechnica Hungarica,1.8,Q2,4区
,Acta Polytechnica Hungarica,1.8,Q2,4区
1805-2363,Acta Polytechnica,,,4区
,Acta Polytechnica,0.5,Q4,4区
0065-1583,ACTA PROTOZOOLOGICA,1.2,Q4,4区
,ACTA PROTOZOOLOGICA,1.2,Q4,4区
0001-6896,ACTA PSIQUIATRICA Y PSICOLOGICA DE AMERICA LATINA,<0.1,Q4,4区
,ACTA PSIQUIATRICA Y PSICOLOGICA DE AMERICA LATINA,<0.1,Q4,4区
0001-690X,ACTA PSYCHIATRICA SCANDINAVICA,5,Q1,2区
,ACTA PSYCHIATRICA SCANDINAVICA,5,Q1,2区
0439-755X,Acta Psychologica Sinica,1.5,Q3,2区
,Acta Psychologica Sinica,1.5,Q3,2区
0001-6918,ACTA PSYCHOLOGICA,2.7,Q2,3区
,ACTA PSYCHOLOGICA,2.7,Q2,3区
2058-4601,Acta Radiologica Open,,,4区
,Acta Radiologica Open,1,Q4,4区
0284-1851,ACTA RADIOLOGICA,1.1,Q4,4区
,ACTA RADIOLOGICA,1.1,Q4,4区
1678-0345,Acta Scientiae Veterinariae,0.2,Q4,4区
,Acta Scientiae Veterinariae,0.2,Q4,4区
0001-6969,ACTA SCIENTIARUM MATHEMATICARUM,0.6,Q3,4区
,ACTA SCIENTIARUM MATHEMATICARUM,0.6,Q3,4区
1644-0765,Acta Scientiarum Polonorum-Formatio Circumiectus,,,4区
,Acta Scientiarum Polonorum-Formatio Circumiectus,,,4区
1644-0692,Acta Scientiarum Polonorum-Hortorum Cultus,,,4区
,Acta Scientiarum Polonorum-Hortorum Cultus,,,4区
1644-0730,Acta Scientiarum Polonorum-Technologia Alimentaria,,,4区
,Acta Scientiarum Polonorum-Technologia Alimentaria,,,4区
1679-9275,ACTA SCIENTIARUM-AGRONOMY,1.2,Q3,4区
,ACTA SCIENTIARUM-AGRONOMY,1.2,Q3,4区
1679-9291,ACTA SCIENTIARUM-HEALTH SCIENCES,0.2,Q4,4区
,ACTA SCIENTIARUM-HEALTH SCIENCES,0.2,Q4,4区
1806-2563,ACTA SCIENTIARUM-TECHNOLOGY,0.6,Q3,4区
,ACTA SCIENTIARUM-TECHNOLOGY,0.6,Q3,4区
2335-3112,Acta Silvae et Ligni,0.4,Q4,4区
,Acta Silvae et Ligni,0.4,Q4,4区
0001-6977,ACTA SOCIETATIS BOTANICORUM POLONIAE,,,4区
,ACTA SOCIETATIS BOTANICORUM POLONIAE,,,4区
0001-6993,ACTA SOCIOLOGICA,1.4,Q2,3区
,ACTA SOCIOLOGICA,1.4,Q2,3区
0001-7019,Acta Stomatologica Croatica,1.8,Q3,4区
,Acta Stomatologica Croatica,1.8,Q3,4区
1023-0564,Acta Structilia,0.6,Q4,4区
,Acta Structilia,0.6,Q4,4区
1221-5872,Acta Technica Napocensis Series-Applied Mathematics Mechanics and Engineering,0.2,Q4,4区
,Acta Technica Napocensis Series-Applied Mathematics Mechanics and Engineering,0.2,Q4,4区
1335-2555,Acta Technologica Agriculturae,,,4区
,Acta Technologica Agriculturae,,,4区
1015-8758,Acta Theologica,0.1,,4区
,Acta Theologica,0.1,,4区
0001-706X,ACTA TROPICA,2.5,Q1,3区
,ACTA TROPICA,2.5,Q1,3区
0353-4316,Acta Turistica,0.4,Q4,4区
,Acta Turistica,0.4,Q4,4区
1804-5588,Acta Universitatis Carolinae Theologica,0.2,,3区
,Acta Universitatis Carolinae Theologica,0.2,,3区
1505-9065,Acta Universitatis Lodziensis Folia Litteraria Romanica,<0.1,,4区
,Acta Universitatis Lodziensis Folia Litteraria Romanica,<0.1,,4区
1844-6086,Acta Universitatis Sapientiae Informatica,0.3,Q4,4区
,Acta Universitatis Sapientiae Informatica,0.3,Q4,4区
2065-5924,Acta Universitatis Sapientiae-Film and Media Studies,0.2,,3区
,Acta Universitatis Sapientiae-Film and Media Studies,0.2,,3区
1844-6094,Acta Universitatis Sapientiae-Mathematica,0.6,Q3,4区
,Acta Universitatis Sapientiae-Mathematica,0.6,Q3,4区
0001-7213,ACTA VETERINARIA BRNO,,,4区
,ACTA VETERINARIA BRNO,,,4区
2618-639X,Acta Veterinaria Eurasia,0.4,Q4,4区
,Acta Veterinaria Eurasia,0.4,Q4,4区
0236-6290,ACTA VETERINARIA HUNGARICA,,,4区
,ACTA VETERINARIA HUNGARICA,,,4区
0044-605X,ACTA VETERINARIA SCANDINAVICA,1.7,Q2,2区
,ACTA VETERINARIA SCANDINAVICA,1.7,Q2,2区
0567-8315,ACTA VETERINARIA-BEOGRAD,,,4区
,ACTA VETERINARIA-BEOGRAD,,,4区
0001-723X,ACTA VIROLOGICA,,,4区
,ACTA VIROLOGICA,,,4区
1217-8837,ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,,,4区
,ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,,,4区
0324-0770,ACTA ZOOLOGICA BULGARICA,0.5,Q4,4区
,ACTA ZOOLOGICA BULGARICA,0.5,Q4,4区
0001-7272,ACTA ZOOLOGICA,1.3,Q2,4区
,ACTA ZOOLOGICA,1.3,Q2,4区
0001-7310,Actas Dermo-Sifiliograficas,2.8,Q2,4区
,Actas Dermo-Sifiliograficas,2.8,Q2,4区
1139-9287,ACTAS ESPANOLAS DE PSIQUIATRIA,1.6,Q3,4区
,ACTAS ESPANOLAS DE PSIQUIATRIA,1.6,Q3,4区
0210-4806,Actas Urologicas Espanolas,1.2,Q3,4区
,Actas Urologicas Espanolas,1.2,Q3,4区
0335-5322,ACTES DE LA RECHERCHE EN SCIENCES SOCIALES,0.2,Q4,4区
,ACTES DE LA RECHERCHE EN SCIENCES SOCIALES,0.2,Q4,4区
1476-7333,Action Learning,1.5,Q2,4区
,Action Learning,1.5,Q2,4区
1476-7503,Action Research,2.1,Q1,4区
,Action Research,2.1,Q1,4区
1469-7874,Active Learning in Higher Education,3.2,Q1,1区
,Active Learning in Higher Education,3.2,Q1,1区
1337-933X,Activitas Nervosa Superior Rediviva,0.2,Q4,4区
,Activitas Nervosa Superior Rediviva,0.2,Q4,4区
1765-2723,Activites-Revue Electronique,0.6,Q4,4区
,Activites-Revue Electronique,0.6,Q4,4区
0192-4788,Activities Adaptation & Aging,2.6,Q2,4区
,Activities Adaptation & Aging,2.6,Q2,4区
1316-8533,Actualidad Contable Faces,0.1,Q4,4区
,Actualidad Contable Faces,0.1,Q4,4区
1989-5666,Actualidad Juridica Ambiental,,,4区
,Actualidad Juridica Ambiental,,,4区
0258-6444,Actualidades en Psicologia,0.4,Q4,4区
,Actualidades en Psicologia,0.4,Q4,4区
0120-1700,Actualidades Pedagogicas,0.2,Q4,4区
,Actualidades Pedagogicas,0.2,Q4,4区
0515-3700,Actualites Pharmaceutiques,0.1,Q4,4区
,Actualites Pharmaceutiques,0.1,Q4,4区
1669-8975,Actualizaciones en Osteologia,0.1,Q4,4区
,Actualizaciones en Osteologia,0.1,Q4,4区
2076-0825,Actuators,,,3区
,Actuators,2.3,Q2,3区
0360-1293,ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH,0.4,Q4,4区
,ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH,0.4,Q4,4区
2097-0226,Acupuncture and Herbal Medicine,4.3,Q1,4区
,Acupuncture and Herbal Medicine,4.3,Q1,4区
0964-5284,Acupuncture in Medicine,2.6,Q2,4区
,Acupuncture in Medicine,2.6,Q2,4区
2586-6052,Acute and Critical Care,2,Q3,4区
,Acute and Critical Care,2,Q3,4区
2052-8817,Acute Medicine & Surgery,1.3,Q2,4区
,Acute Medicine & Surgery,1.3,Q2,4区
1551-9899,Ad Hoc & Sensor Wireless Networks,0.6,Q4,4区
,Ad Hoc & Sensor Wireless Networks,0.6,Q4,4区
1570-8705,Ad Hoc Networks,4.8,Q1,3区
,Ad Hoc Networks,4.8,Q1,3区
1692-0279,AD-minister,0.3,Q4,4区
,AD-minister,0.3,Q4,4区
1301-2746,Adalya,0.2,,4区
,Adalya,0.2,,4区
1280-8571,ADANSONIA,0.6,Q4,4区
,ADANSONIA,0.6,Q4,4区
1755-0637,Adaptation-The Journal of Literature on Screen Studies,0.4,,3区
,Adaptation-The Journal of Literature on Screen Studies,0.4,,3区
0736-5829,ADAPTED PHYSICAL ACTIVITY QUARTERLY,1.6,Q2,4区
,ADAPTED PHYSICAL ACTIVITY QUARTERLY,1.6,Q2,4区
1059-7123,ADAPTIVE BEHAVIOR,1.3,Q2,4区
,ADAPTIVE BEHAVIOR,1.3,Q2,4区
2198-7335,Adaptive Human Behavior and Physiology,1.5,Q3,4区
,Adaptive Human Behavior and Physiology,1.5,Q3,4区
2255-2863,ADCAIJ-Advances in Distributed Computing and Artificial Intelligence Journal,1.6,Q3,4区
,ADCAIJ-Advances in Distributed Computing and Artificial Intelligence Journal,1.6,Q3,4区
2174-0992,AdComunica-Revista Cientifica de Estrategias Tendencias e Innovacion en Communicacion,,,4区
,AdComunica-Revista Cientifica de Estrategias Tendencias e Innovacion en Communicacion,,,4区
2148-7286,Addicta-The Turkish Journal on Addictions,0.4,Q4,4区
,Addicta-The Turkish Journal on Addictions,0.4,Q4,4区
1355-6215,ADDICTION BIOLOGY,2.6,Q2,3区
,ADDICTION BIOLOGY,2.6,Q2,3区
1606-6359,ADDICTION RESEARCH & THEORY,2,Q2,4区
,ADDICTION RESEARCH & THEORY,2,Q2,4区
1940-0640,Addiction Science & Clinical Practice,3.2,Q1,2区
,Addiction Science & Clinical Practice,3.2,Q1,2区
0965-2140,ADDICTION,5.3,Q1,2区
,ADDICTION,5.3,Q1,2区
0306-4603,ADDICTIVE BEHAVIORS,3.6,Q1,2区
,ADDICTIVE BEHAVIORS,3.6,Q1,2区
2772-3690,Additive Manufacturing Letters,4.7,Q2,3区
,Additive Manufacturing Letters,4.7,Q2,3区
2214-8604,Additive Manufacturing,11.1,Q1,1区
,Additive Manufacturing,11.1,Q1,1区
0065-1915,Adelaide Law Review,0.3,Q3,4区
,Adelaide Law Review,0.3,Q3,4区
2300-0783,Adeptus,<0.1,,4区
,Adeptus,<0.1,,4区
0214-4840,Adicciones,1.8,Q3,4区
,Adicciones,1.8,Q3,4区
2162-3945,Adipocyte,3.1,Q2,3区
,Adipocyte,3.1,Q2,3区
1848-7718,ADMET and DMPK,4.3,Q1,4区
,ADMET and DMPK,4.3,Q1,4区
2175-5787,Administracao Publica e Gestao Social,0.1,Q4,4区
,Administracao Publica e Gestao Social,0.1,Q4,4区
2177-6083,Administracao-Ensino e Pesquisa,0.1,Q4,4区
,Administracao-Ensino e Pesquisa,0.1,Q4,4区
0095-3997,ADMINISTRATION & SOCIETY,2.3,Q2,3区
,ADMINISTRATION & SOCIETY,2.3,Q2,3区
0894-587X,Administration and Policy in Mental Health and Mental Health Services Research,2.7,Q2,3区
,Administration and Policy in Mental Health and Mental Health Services Research,2.7,Q2,3区
0001-8325,Administration,0.2,Q4,4区
,Administration,0.2,Q4,4区
0001-8392,ADMINISTRATIVE SCIENCE QUARTERLY,6.5,Q1,1区
,ADMINISTRATIVE SCIENCE QUARTERLY,6.5,Q1,1区
2076-3387,Administrative Sciences,,,3区
,Administrative Sciences,3.1,Q2,3区
1179-318X,Adolescent Health Medicine and Therapeutics,3.3,Q1,4区
,Adolescent Health Medicine and Therapeutics,3.3,Q1,4区
2210-6766,Adolescent Psychiatry,,,4区
,Adolescent Psychiatry,,,4区
2363-8346,Adolescent Research Review,8.1,Q1,2区
,Adolescent Research Review,8.1,Q1,2区
0308-5759,Adoption and Fostering,0.9,Q3,4区
,Adoption and Fostering,0.9,Q3,4区
1092-6755,Adoption Quarterly,0.6,Q4,4区
,Adoption Quarterly,0.6,Q4,4区
0263-6174,ADSORPTION SCIENCE & TECHNOLOGY,3.2,Q2,4区
,ADSORPTION SCIENCE & TECHNOLOGY,3.2,Q2,4区
0929-5607,ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY,3.1,Q2,4区
,ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY,3.1,Q2,4区
0741-7136,ADULT EDUCATION QUARTERLY,1.5,Q2,4区
,ADULT EDUCATION QUARTERLY,1.5,Q2,4区
1045-1595,Adult Learning,1.3,Q2,4区
,Adult Learning,1.3,Q2,4区
2701-0198,Advanced Biology,2.6,Q3,4区
,Advanced Biology,2.6,Q3,4区
2187-5219,Advanced Biomedical Engineering,,,4区
,Advanced Biomedical Engineering,,,4区
2277-9175,Advanced Biomedical Research,1,Q4,4区
,Advanced Biomedical Research,1,Q4,4区
0924-3046,ADVANCED COMPOSITE MATERIALS,2.3,Q3,4区
,ADVANCED COMPOSITE MATERIALS,2.3,Q3,4区
2522-0128,Advanced Composites and Hybrid Materials,21.8,Q1,1区
,Advanced Composites and Hybrid Materials,21.8,Q1,1区
0169-409X,ADVANCED DRUG DELIVERY REVIEWS,17.6,Q1,1区
,ADVANCED DRUG DELIVERY REVIEWS,17.6,Q1,1区
2409-3351,Advanced Education,0.6,Q3,4区
,Advanced Education,0.6,Q3,4区
2119-0275,Advanced Electromagnetics,,,4区
,Advanced Electromagnetics,,,4区
2199-160X,Advanced Electronic Materials,5.3,Q1,3区
,Advanced Electronic Materials,5.3,Q1,3区
1931-4485,Advanced Emergency Nursing Journal,1,Q3,4区
,Advanced Emergency Nursing Journal,1,Q3,4区
2699-9412,Advanced Energy and Sustainability Research,5.7,Q2,4区
,Advanced Energy and Sustainability Research,5.7,Q2,4区
1614-6832,Advanced Energy Materials,26,Q1,1区
,Advanced Energy Materials,26,Q1,1区
1474-0346,ADVANCED ENGINEERING INFORMATICS,9.9,Q1,1区
,ADVANCED ENGINEERING INFORMATICS,9.9,Q1,1区
1438-1656,ADVANCED ENGINEERING MATERIALS,3.3,Q2,3区
,ADVANCED ENGINEERING MATERIALS,3.3,Q2,3区
2524-7921,Advanced Fiber Materials,21.3,Q1,1区
,Advanced Fiber Materials,21.3,Q1,1区
1616-301X,ADVANCED FUNCTIONAL MATERIALS,19,Q1,1区
,ADVANCED FUNCTIONAL MATERIALS,19,Q1,1区
2192-2640,Advanced Healthcare Materials,9.6,Q1,2区
,Advanced Healthcare Materials,9.6,Q1,2区
2542-5048,Advanced Industrial and Engineering Polymer Research,12,Q1,1区
,Advanced Industrial and Engineering Polymer Research,12,Q1,1区
2640-4567,Advanced Intelligent Systems,,,3区
,Advanced Intelligent Systems,6.1,Q1,3区
